rank,ticker,price,er_date,er_hour,beat_last_q,sp_last_q,beat_prev_q,sp_prev_q,insider_buys_60d
397,GOGY,0.01209999993443489,2026-05-13,,,,,,0
398,GROW,2.5999999046325684,2026-05-13,amc,,,,,0
399,GTCH,9.999999747378752e-05,2026-05-13,,,,,,0
400,GTHP,0.2199999988079071,2026-05-13,,,,,,0
401,HLYK,2.7100000381469727,2026-05-13,,,,,,0
402,HSPT,7.600100040435791,2026-05-14,,,,,,0
403,IBAC,10.720000267028809,2026-05-13,,,,,,0
404,ICCC,8.460000038146973,2026-05-14,amc,,,,,0
405,INFQ,12.994999885559082,2026-05-14,amc,,,,,0
406,INTG,40.349998474121094,2026-05-13,,,,,,0
407,IPSI,0.003800000064074993,2026-05-13,,,,,,0
408,IWSH,0.17000000178813934,2026-05-13,,,,,,0
409,JSDA,0.27000001072883606,2026-05-14,amc,,,,,0
410,JWSMF,11.100000381469727,2026-05-13,,,,,,0
411,KBLB,0.14000000059604645,2026-05-13,,,,,,0
412,KTEL,0.22020000219345093,2026-05-13,,,,,,0
413,LCTC,2.049999952316284,2026-05-13,,,,,,0
414,LGL,6.832799911499023,2026-05-13,,,,False,-33.9934,0
415,LGMK,0.5040000081062317,2026-05-13,amc,,,True,100,0
416,LIFD,0.18000000715255737,2026-05-13,,,,,,0
417,LIVE,13.710000038146973,2026-05-14,bmo,,,,,0
418,LNAI,0.30000001192092896,2026-05-13,,,,,,0
419,LPA,3.534899950027466,2026-05-13,amc,,,,,0
420,LPAA,10.772500038146973,2026-05-13,,,,,,0
421,LSH,0.6412000060081482,2026-05-14,,,,,,0
422,LTUM,0.06830000132322311,2026-05-13,,,,,,0
423,LWLG,15.430000305175781,2026-05-13,amc,,,,,0
424,MACI,10.805999755859375,2026-05-13,,,,,,0
425,MAGE,0.15000000596046448,2026-05-13,,,,,,0
426,MB,7.800000190734863,2026-05-13,,,,,,0
427,MCAP,8.5,2026-05-14,,,,,,0
428,MCI,17.06999969482422,2026-05-13,,,,,,0
429,MGRX,0.3659000098705292,2026-05-13,,,,,,0
430,MITI,0.05999999865889549,2026-05-13,,,,,,0
431,MLCI,3.700000047683716,2026-05-14,,,,,,0
432,MLP,15.260100364685059,2026-05-13,,,,,,0
433,MNDO,0.9649999737739563,2026-05-13,,,,,,0
434,MOBQ,1.1399999856948853,2026-05-13,,,,,,0
435,MRLN,7.78000020980835,2026-05-14,,,,,,0
436,MSBB,17.25,2026-05-13,,,,,,0
437,MSGM,5.295000076293945,2026-05-13,,,,,,0
438,MTR,4.239999771118164,2026-05-13,,,,False,-52.2631,0
439,MWAI,0.38769999146461487,2026-05-14,,,,,,0
440,NASB,39.25,2026-05-13,,,,,,0
441,NASO,1.3274099826812744,2026-05-13,,,,,,0
442,NBRI,0.0006000000284984708,2026-05-13,,,,,,0
443,NCRA,0.1996999979019165,2026-05-13,,,,,,0
444,NSYS,13.40939998626709,2026-05-14,amc,,,,,0
445,NTWK,4.329999923706055,2026-05-14,bmo,,,,,0
446,NTWO,10.640000343322754,2026-05-13,,,,,,0
447,NUVR,15.600000381469727,2026-05-13,,,,,,0
448,NWBO,0.25,2026-05-13,,,,,,0
449,NXDT,5.019800186157227,2026-05-13,,,,,,0
450,NXPL,6.440000057220459,2026-05-14,bmo,,,,,0
451,ORBS,0.8883000016212463,2026-05-13,,,,,,0
452,OTLC,0.03999999910593033,2026-05-13,,,,,,0
453,PAYD,2.009999990463257,2026-05-13,,,,,,0
454,PGAC,10.529999732971191,2026-05-13,,,,,,0
455,PHYS,35.62990188598633,2026-05-13,,,,,,0
456,PIAC,0.050999999046325684,2026-05-13,,,,,,0
457,PKTX,0.005400000140070915,2026-05-13,,,,,,0
458,PLAG,1.8799999952316284,2026-05-13,,,,True,30.719,0
459,PLMK,10.61989974975586,2026-05-13,,,,,,0
460,POLA,1.6399999856948853,2026-05-13,,,,,,0
461,PRSI,6.0,2026-05-13,,,,,,0
462,PULM,1.25,2026-05-13,,,,,,0
463,PVCT,0.0649000033736229,2026-05-13,,,,,,0
464,PVL,2.0032999515533447,2026-05-13,,,,False,-100,0
465,QPRC,0.3246000111103058,2026-05-13,,,,,,0
466,QURT,0.6100000143051147,2026-05-13,,,,,,0
467,RAFI,4.5,2026-05-13,,,,,,0
468,RANG,10.609999656677246,2026-05-13,,,,,,0
469,RIME,0.6955999732017517,2026-05-14,,,,False,-1717.6471,0
470,RLBY,0.041999999433755875,2026-05-13,,,,True,142.2145,0
471,RMHI,1.0,2026-05-14,,,,,,0
472,RNGE,0.1899999976158142,2026-05-13,,,,,,0
473,RPMT,0.6000000238418579,2026-05-13,,,,,,0
474,SCGX,7.980000019073486,2026-05-13,,,,,,0
475,SCTH,4.5,2026-05-13,,,,,,0
476,SEBC,29.5,2026-05-13,,,,,,0
477,SINC,5.0,2026-05-13,,,,,,0
478,SISI,0.2409999966621399,2026-05-13,,,,,,0
479,SJT,4.309999942779541,2026-05-13,,,,,,0
480,SLAMF,19.0,2026-05-13,,,,,,0
481,SMEV,0.00800000037997961,2026-05-13,,,,,,0
482,SOBR,1.840000033378601,2026-05-13,,,,False,-17.6471,0
483,SRG,2.634999990463257,2026-05-13,,,,,,0
484,SRNN,11.600000381469727,2026-05-13,,,,,,0
485,SRXH,0.11840000003576279,2026-05-13,,,,,,0
486,SVCC,10.5,2026-05-13,,,,,,0
487,SVVC,0.019999999552965164,2026-05-13,,,,,,0
488,SWMR,36.470001220703125,2026-05-13,bmo,,,,,0
489,SZZL,10.319999694824219,2026-05-13,,,,,,0
490,TAIT,1.5499999523162842,2026-05-13,,,,,,0
491,TAVI,10.600000381469727,2026-05-13,,,,,,0
492,TDAC,10.630000114440918,2026-05-13,,,,,,0
493,TISI,15.699999809265137,2026-05-13,,,,,,0
494,UAVS,1.0850000381469727,2026-05-13,,,,,,0
495,UONEK,5.724999904632568,2026-05-14,bmo,,,,,0
496,VACH,10.350000381469727,2026-05-13,,,,,,0
497,VASO,0.19900000095367432,2026-05-13,,,,,,0
498,VATE,12.28499984741211,2026-05-14,amc,,,,,0
499,VIVC,0.029999999329447746,2026-05-13,,,,,,0
500,VMCAF,13.0,2026-05-13,,,,,,0
501,VPLM,0.009200000204145908,2026-05-13,,,,,,0
502,VRDR,0.059700001031160355,2026-05-14,,,,,,0
503,VS,1.1699999570846558,2026-05-13,,,,,,0
504,VTDRF,18.25,2026-05-14,,,,,,0
505,VYCO,0.07000000029802322,2026-05-13,,,,,,0
506,VYST,0.1679999977350235,2026-05-13,,,,,,0
507,WCT,1.9200999736785889,2026-05-14,,,,,,0
508,WORX,0.3714999854564667,2026-05-13,,,,,,0
509,WRAP,1.4199999570846558,2026-05-13,amc,,,,,0
510,WWR,0.644599974155426,2026-05-13,,,,True,16.2224,0
511,WYTC,1.25,2026-05-13,,,,,,0
512,XBP,2.559999942779541,2026-05-13,,,,,,0
513,XERI,0.01590000092983246,2026-05-13,,,,,,0
514,XNET,5.960000038146973,2026-05-13,,,,,,0
515,YSG,2.890000104904175,2026-05-14,,,,,,0
